TimeKey,TickerKey,ActionKey,Quantity,Price
T17,TK14,A1,116,111.1
T53,TK21,A1,169,111.6
T49,TK24,A1,49,105.69999999999999
T65,TK4,A1,110,109.99999999999999
T28,TK4,A2,189,112.49999999999999
T100,TK20,A2,48,113.09999999999998
T98,TK25,A1,96,118.19999999999997
T62,TK12,A2,14,122.19999999999997
T58,TK23,A1,62,121.39999999999998
T5,TK1,A2,193,119.09999999999998
T91,TK13,A1,109,121.39999999999998
T83,TK4,A1,30,115.29999999999998
T17,TK24,A1,165,116.09999999999998
T62,TK23,A1,32,111.79999999999998
T65,TK24,A1,49,106.99999999999999
T19,TK9,A1,109,100.0
T100,TK4,A1,137,100.0
T1,TK25,A1,64,108.6
T80,TK7,A2,55,113.6
T70,TK2,A1,198,107.8
T83,TK23,A2,84,113.2
T78,TK25,A2,192,121.3
T49,TK25,A1,117,118.6
T54,TK1,A1,72,117.1
T39,TK21,A2,178,122.1
T100,TK2,A2,121,124.39999999999999
T70,TK8,A2,151,118.99999999999999
T1,TK10,A1,16,113.99999999999999
T67,TK3,A1,135,123.69999999999999
T92,TK6,A1,151,130.29999999999998
T47,TK16,A1,143,131.1
T95,TK25,A1,15,132.0
T41,TK25,A2,186,123.1
T13,TK9,A2,124,121.3
T72,TK11,A1,118,129.3
T39,TK21,A1,140,132.9
T58,TK14,A1,14,141.6
T85,TK11,A2,68,139.6
T46,TK20,A2,93,148.6
T17,TK21,A2,193,139.9
T14,TK9,A2,33,135.5
T86,TK9,A2,142,129.4
T85,TK19,A1,43,133.0
T83,TK9,A2,175,132.3
T29,TK14,A1,149,132.9
T57,TK1,A2,85,130.20000000000002
T5,TK19,A2,111,124.20000000000002
T7,TK21,A1,116,132.00000000000003
T4,TK10,A1,20,138.00000000000003
T19,TK17,A1,48,133.60000000000002
T46,TK5,A1,126,143.50000000000003
T22,TK4,A1,168,151.90000000000003
T82,TK24,A1,18,158.20000000000005
T75,TK23,A2,59,164.10000000000005
T13,TK19,A2,138,154.60000000000005
T3,TK6,A2,53,160.00000000000006
T62,TK18,A1,144,165.10000000000005
T50,TK23,A2,110,157.00000000000006
T28,TK4,A2,101,162.40000000000006
T1,TK9,A2,177,171.00000000000006
T77,TK2,A2,99,168.10000000000005
T69,TK2,A2,42,163.90000000000006
T50,TK19,A1,24,163.90000000000006
T26,TK8,A1,185,160.30000000000007
T59,TK24,A2,129,163.90000000000006
T51,TK7,A2,47,157.40000000000006
T18,TK8,A2,14,154.00000000000006
T76,TK6,A2,98,150.60000000000005
T14,TK5,A2,88,157.80000000000004
T96,TK6,A1,95,152.90000000000003
T22,TK6,A2,33,152.20000000000005
T66,TK8,A2,151,159.00000000000006
T31,TK5,A1,65,165.30000000000007
T87,TK8,A2,88,172.00000000000006
T85,TK20,A2,133,177.50000000000006
T9,TK3,A2,178,173.20000000000005
T30,TK21,A1,80,179.80000000000004
T62,TK4,A1,48,174.40000000000003
T77,TK4,A2,120,178.10000000000002
T94,TK21,A2,43,183.8
T90,TK16,A2,76,176.70000000000002
T18,TK9,A2,179,175.20000000000002
T23,TK19,A1,43,178.00000000000003
T11,TK13,A2,142,181.10000000000002
T68,TK1,A2,33,191.10000000000002
T96,TK18,A2,161,182.3
T18,TK15,A1,83,188.60000000000002
T84,TK16,A2,170,185.90000000000003
T40,TK13,A1,84,186.30000000000004
T100,TK14,A1,160,177.40000000000003
T69,TK24,A1,146,170.00000000000003
T68,TK5,A1,121,168.00000000000003
T68,TK8,A2,92,163.10000000000002
T35,TK11,A1,108,167.70000000000002
T35,TK25,A2,38,170.60000000000002
T84,TK25,A2,175,166.3
T61,TK23,A2,153,172.0
T50,TK20,A1,54,171.3
T65,TK3,A1,25,168.60000000000002
T40,TK16,A2,150,168.60000000000002
T43,TK3,A1,155,173.8
T59,TK6,A2,175,167.5
T14,TK12,A1,46,173.9
T64,TK16,A2,185,165.1
T39,TK17,A1,50,161.7
T72,TK16,A2,89,169.5
T29,TK5,A1,54,168.5
T11,TK25,A1,177,167.0
T96,TK7,A2,26,169.7
T1,TK12,A2,131,159.7
T54,TK15,A1,124,166.0
T63,TK22,A2,68,169.6
T13,TK2,A2,24,166.29999999999998
T73,TK4,A2,135,164.99999999999997
T58,TK2,A1,167,163.49999999999997
T21,TK21,A1,192,157.19999999999996
T25,TK11,A1,88,159.79999999999995
T11,TK17,A1,193,161.69999999999996
T55,TK16,A1,23,171.69999999999996
T66,TK13,A1,28,162.39999999999995
T2,TK10,A1,83,159.29999999999995
T33,TK9,A1,182,166.59999999999997
T19,TK3,A2,146,156.89999999999998
T79,TK24,A2,129,152.59999999999997
T63,TK3,A2,167,146.69999999999996
T43,TK24,A1,96,151.19999999999996
T84,TK10,A2,38,159.09999999999997
T13,TK8,A2,193,149.39999999999998
T25,TK4,A1,175,148.89999999999998
T79,TK15,A1,19,140.59999999999997
T78,TK10,A2,137,140.49999999999997
T68,TK16,A2,43,140.39999999999998
T3,TK17,A1,159,135.39999999999998
T26,TK8,A1,81,138.59999999999997
T95,TK19,A1,134,133.99999999999997
T41,TK1,A2,100,143.19999999999996
T56,TK9,A2,190,147.99999999999997
T30,TK11,A1,16,154.29999999999998
T17,TK13,A1,173,153.6
T83,TK9,A1,196,155.79999999999998
T88,TK12,A1,167,164.7
T57,TK8,A2,141,162.5
T64,TK12,A1,124,159.2
T91,TK17,A1,183,160.39999999999998
T18,TK14,A1,106,153.39999999999998
T62,TK14,A2,38,159.09999999999997
T46,TK22,A1,25,163.69999999999996
T20,TK20,A1,71,169.29999999999995
T15,TK14,A1,66,178.89999999999995
T58,TK22,A1,139,169.09999999999994
T3,TK10,A2,85,162.99999999999994
T2,TK1,A2,11,161.69999999999993
T79,TK9,A2,97,170.29999999999993
T99,TK17,A1,53,176.89999999999992
T72,TK3,A1,38,185.5999999999999
T84,TK1,A2,122,188.0999999999999
T1,TK2,A2,23,192.89999999999992
T87,TK13,A2,194,197.0999999999999
T73,TK19,A1,139,190.5999999999999
T46,TK15,A1,67,185.0999999999999
T65,TK22,A1,129,186.0999999999999
T85,TK12,A2,162,184.1999999999999
T27,TK21,A2,88,181.1999999999999
T18,TK25,A1,93,171.2999999999999
T61,TK12,A2,181,177.5999999999999
T43,TK4,A1,65,169.1999999999999
T59,TK6,A2,157,159.49999999999991
T54,TK7,A1,51,149.49999999999991
T71,TK13,A2,173,149.99999999999991
T99,TK14,A1,119,145.99999999999991
T19,TK3,A1,42,152.89999999999992
T74,TK19,A1,57,146.39999999999992
T43,TK3,A2,89,142.0999999999999
T97,TK17,A1,46,139.39999999999992
T23,TK8,A2,115,134.19999999999993
T21,TK7,A2,53,134.39999999999992
T70,TK12,A1,48,136.0999999999999
T64,TK4,A2,62,132.49999999999991
T6,TK18,A1,12,126.59999999999991
T22,TK14,A1,48,128.2999999999999
T75,TK20,A2,102,121.9999999999999
T20,TK9,A2,105,113.2999999999999
T76,TK22,A2,84,114.2999999999999
T43,TK4,A2,38,122.5999999999999
T31,TK20,A2,93,126.89999999999989
T60,TK18,A2,142,127.99999999999989
T31,TK15,A1,184,133.19999999999987
T9,TK7,A2,193,141.59999999999988
T64,TK5,A1,83,138.19999999999987
T79,TK8,A2,41,143.69999999999987
T95,TK7,A1,155,136.09999999999988
T53,TK15,A1,34,131.19999999999987
T4,TK21,A1,139,136.39999999999986
T19,TK23,A2,71,144.19999999999987
T13,TK23,A1,154,147.4999999999999
T51,TK17,A2,44,155.4999999999999
T68,TK9,A1,170,156.59999999999988
T74,TK13,A2,96,155.09999999999988
T76,TK5,A2,11,145.59999999999988
T34,TK1,A1,138,138.29999999999987
T13,TK13,A2,49,139.89999999999986
T1,TK1,A2,20,149.49999999999986
T46,TK25,A2,111,147.69999999999985
T11,TK20,A1,109,152.99999999999986
T48,TK18,A1,49,149.49999999999986
T72,TK4,A2,21,148.59999999999985
T30,TK24,A1,127,141.79999999999984
T57,TK20,A2,40,134.69999999999985
T46,TK22,A2,70,143.19999999999985
T47,TK14,A2,72,136.19999999999985
T67,TK9,A2,163,139.29999999999984
T57,TK15,A1,144,131.79999999999984
T75,TK18,A2,176,140.09999999999985
T62,TK19,A2,78,147.99999999999986
T76,TK22,A2,52,153.39999999999986
T57,TK6,A2,185,160.89999999999986
T92,TK12,A2,31,155.59999999999985
T70,TK19,A1,16,146.19999999999985
T13,TK23,A1,178,151.19999999999985
T92,TK13,A1,120,160.59999999999985
T30,TK11,A2,190,163.29999999999984
T98,TK8,A2,168,156.49999999999983
T10,TK22,A1,108,150.19999999999982
T77,TK8,A1,45,147.69999999999982
T5,TK4,A2,171,155.2999999999998
T57,TK15,A2,152,161.4999999999998
T99,TK25,A1,44,167.4999999999998
T72,TK16,A2,157,163.6999999999998
T30,TK2,A2,131,154.5999999999998
T46,TK6,A2,87,161.5999999999998
T58,TK22,A1,107,165.6999999999998
T56,TK21,A2,135,170.9999999999998
T55,TK11,A1,121,165.7999999999998
T55,TK18,A1,31,157.09999999999982
T31,TK23,A1,131,157.39999999999984
T30,TK21,A2,68,153.99999999999983
T7,TK17,A1,71,150.49999999999983
T92,TK13,A1,157,143.09999999999982
T22,TK21,A1,149,140.19999999999982
T48,TK8,A2,89,134.2999999999998
T35,TK2,A1,60,125.99999999999982
T18,TK3,A2,66,120.79999999999981
T64,TK24,A2,77,111.59999999999981
T21,TK19,A1,119,111.8999999999998
T13,TK17,A1,36,102.3999999999998
T84,TK18,A2,112,102.4999999999998
T10,TK4,A2,115,110.0999999999998
T9,TK16,A1,171,113.69999999999979
T11,TK22,A2,155,104.39999999999979
T82,TK1,A1,148,102.89999999999979
T36,TK17,A1,103,111.69999999999979
T68,TK14,A1,173,107.29999999999978
T53,TK9,A2,54,106.99999999999979
T4,TK18,A2,146,115.49999999999979
T36,TK21,A1,118,120.69999999999979
T60,TK20,A2,165,118.39999999999979
T88,TK16,A1,136,116.19999999999979
T26,TK25,A1,74,118.69999999999979
T75,TK6,A1,63,128.6999999999998
T64,TK20,A1,26,123.39999999999979
T5,TK25,A2,138,132.5999999999998
T38,TK8,A2,150,126.5999999999998
T13,TK23,A2,145,119.89999999999979
T28,TK11,A2,39,129.8999999999998
T50,TK5,A1,153,134.69999999999982
T99,TK16,A2,98,141.49999999999983
T39,TK15,A1,67,143.69999999999982
T4,TK23,A1,174,149.7999999999998
T7,TK2,A2,116,151.4999999999998
T57,TK4,A1,116,149.2999999999998
T35,TK16,A1,187,158.59999999999982
T7,TK2,A1,35,152.69999999999982
T83,TK6,A1,20,145.7999999999998
T5,TK22,A2,145,147.09999999999982
T17,TK23,A1,195,145.49999999999983
T62,TK17,A1,50,138.39999999999984
T12,TK3,A2,54,131.09999999999982
T40,TK11,A1,39,134.59999999999982
T91,TK12,A2,175,135.59999999999982
T84,TK16,A2,108,137.89999999999984
T67,TK9,A2,62,143.69999999999985
T55,TK7,A1,85,138.49999999999986
T91,TK6,A1,66,135.69999999999985
T99,TK4,A2,192,142.79999999999984
T30,TK14,A2,97,132.79999999999984
T77,TK7,A2,82,124.79999999999984
T77,TK7,A1,62,116.09999999999984
T9,TK9,A1,183,115.29999999999984
T88,TK21,A1,177,110.09999999999984
T10,TK18,A2,23,114.49999999999984
T59,TK14,A1,163,110.19999999999985
T95,TK20,A2,39,112.59999999999985
T66,TK18,A2,184,119.09999999999985
T1,TK7,A1,104,114.49999999999986
T80,TK7,A2,181,112.39999999999986
T78,TK14,A1,102,102.79999999999987
T39,TK11,A1,39,101.59999999999987
T4,TK11,A1,24,111.59999999999987
T61,TK16,A1,112,105.79999999999987
T36,TK25,A2,55,111.69999999999987
T83,TK2,A1,153,113.19999999999987
T88,TK1,A1,145,118.49999999999987
T85,TK15,A1,50,124.39999999999988
T31,TK2,A2,45,115.19999999999987
T16,TK18,A2,90,112.69999999999987
T46,TK9,A1,26,112.29999999999987
T39,TK21,A1,35,103.49999999999987
T32,TK20,A1,132,102.09999999999987
T58,TK23,A1,56,101.29999999999987
T65,TK5,A2,61,100.0
T45,TK10,A1,14,100.0
T78,TK5,A2,193,100.0
T61,TK9,A2,15,108.8
T23,TK20,A2,193,118.6
T31,TK19,A2,43,125.39999999999999
T17,TK19,A1,96,127.19999999999999
T16,TK13,A2,13,119.29999999999998
T64,TK21,A1,32,114.19999999999999
T37,TK10,A2,123,123.1
T25,TK1,A1,18,124.8
T6,TK15,A1,172,124.0
T74,TK24,A1,183,115.2
T82,TK18,A1,54,120.10000000000001
T51,TK14,A1,93,113.00000000000001
T12,TK17,A1,192,104.70000000000002
T31,TK1,A1,121,100.0
T91,TK14,A1,10,109.8
T77,TK7,A2,139,107.89999999999999
T21,TK16,A2,85,117.8
T67,TK13,A1,32,107.89999999999999
T5,TK1,A2,60,116.3
T61,TK21,A2,47,125.1
T59,TK24,A2,167,126.19999999999999
T16,TK21,A2,50,120.6
T49,TK9,A2,53,118.39999999999999
T39,TK4,A1,136,110.49999999999999
T79,TK5,A2,146,113.59999999999998
T59,TK17,A2,184,118.69999999999997
T92,TK8,A2,113,114.49999999999997
T73,TK17,A2,112,117.99999999999997
T47,TK21,A1,140,122.79999999999997
T73,TK20,A1,62,127.09999999999997
T90,TK8,A1,170,121.79999999999997
T19,TK23,A1,161,117.49999999999997
T84,TK23,A1,135,108.59999999999997
T69,TK1,A2,156,103.19999999999996
T33,TK13,A2,131,103.39999999999996
T8,TK21,A2,83,100.0
T18,TK12,A2,169,104.5
T97,TK12,A2,107,106.3
T36,TK10,A1,170,100.5
T85,TK10,A2,176,100.0
T10,TK7,A1,40,105.8
T11,TK7,A2,28,104.5
T56,TK20,A2,179,100.5
T76,TK9,A2,165,100.0
T100,TK18,A1,124,100.0
T58,TK7,A1,181,100.0
T23,TK1,A2,189,101.4
T38,TK14,A2,49,106.30000000000001
T49,TK4,A1,64,111.4
T68,TK21,A2,82,104.2
T6,TK13,A2,144,100.0
T56,TK14,A2,150,109.7
T74,TK10,A2,165,111.9
T75,TK8,A2,134,106.80000000000001
T6,TK5,A1,31,116.20000000000002
T38,TK17,A1,88,109.50000000000001
T8,TK1,A1,102,108.30000000000001
T13,TK1,A2,14,100.60000000000001
T87,TK22,A1,107,100.0
T93,TK2,A2,55,100.0
T22,TK3,A2,124,100.0
T23,TK22,A1,27,104.0
T58,TK18,A2,13,100.5
T16,TK20,A1,146,100.2
T53,TK9,A1,51,100.0
T47,TK2,A1,110,100.0
T51,TK10,A2,61,100.0
T60,TK23,A2,42,100.0
T11,TK14,A1,65,100.0
T30,TK12,A1,100,100.0
T89,TK3,A1,136,104.8
T28,TK14,A2,15,113.39999999999999
T54,TK14,A2,177,113.39999999999999
T20,TK16,A1,89,117.99999999999999
T8,TK15,A2,77,114.29999999999998
T19,TK8,A2,20,110.69999999999999
T31,TK18,A1,47,108.89999999999999
T88,TK6,A1,11,109.8
T42,TK19,A1,86,104.2
T32,TK14,A2,118,112.10000000000001
T69,TK15,A1,188,113.2
T85,TK10,A1,93,103.5
T41,TK15,A1,148,100.0
T69,TK12,A2,126,105.0
T45,TK19,A2,195,102.8
T8,TK21,A1,158,100.0
T69,TK8,A2,53,100.0
T62,TK10,A2,114,103.2
T87,TK24,A2,26,100.0
T19,TK6,A2,107,105.4
T27,TK25,A2,81,106.10000000000001
T77,TK15,A1,46,113.00000000000001
T10,TK21,A2,79,117.20000000000002
T64,TK21,A1,63,125.20000000000002
T81,TK11,A2,50,118.00000000000001
T79,TK3,A1,149,114.90000000000002
T19,TK11,A2,197,107.60000000000002
T23,TK16,A1,70,110.00000000000003
T60,TK3,A2,96,111.70000000000003
T45,TK25,A1,146,110.50000000000003
T9,TK22,A1,180,104.90000000000003
T37,TK17,A2,65,111.80000000000004
T90,TK7,A1,62,102.20000000000005
T92,TK2,A1,153,109.70000000000005
T30,TK19,A1,21,101.50000000000004
T55,TK6,A2,166,100.0
T73,TK7,A2,37,100.0
T19,TK12,A1,197,100.0
T10,TK20,A1,28,100.0
T33,TK9,A2,27,103.3
T9,TK2,A1,128,113.0
T32,TK13,A2,95,103.0
T34,TK1,A1,190,101.1
T61,TK20,A1,125,100.0
T8,TK16,A1,81,108.4
T39,TK7,A2,53,117.2
T24,TK12,A1,79,108.4
T27,TK24,A1,77,109.4
T20,TK12,A2,161,118.2
T62,TK19,A2,122,108.60000000000001
T8,TK6,A2,170,114.60000000000001
T65,TK12,A2,25,110.80000000000001
T51,TK14,A1,169,105.60000000000001
T98,TK11,A2,67,109.50000000000001
T85,TK11,A2,166,103.30000000000001
T28,TK21,A2,173,112.60000000000001
T25,TK21,A2,148,118.00000000000001
T67,TK11,A2,133,109.60000000000001
T87,TK14,A2,198,100.0
T60,TK17,A2,39,100.0
T35,TK19,A1,117,108.0
T26,TK6,A2,162,103.8
T49,TK24,A2,28,101.5
T7,TK5,A2,115,100.0
T13,TK22,A1,172,106.4
T17,TK9,A1,96,106.7
T88,TK15,A2,113,105.5
T86,TK4,A1,48,102.0
T41,TK23,A1,165,100.0
T76,TK13,A2,94,100.0
T61,TK21,A1,167,100.0
T92,TK25,A1,76,104.7
T44,TK25,A1,194,113.0
T38,TK8,A1,118,111.9
T67,TK11,A1,186,107.10000000000001
T24,TK24,A2,115,107.50000000000001
T79,TK9,A1,106,100.0
T18,TK16,A2,13,109.0
T72,TK5,A2,160,100.0
T83,TK18,A2,12,100.0
T48,TK20,A1,133,102.0
T40,TK18,A1,136,100.0
T43,TK21,A2,143,105.6
T39,TK12,A2,132,111.8
T22,TK11,A1,64,105.3
T72,TK2,A2,137,100.3
T23,TK7,A1,37,100.0
T55,TK24,A1,183,100.0
T89,TK22,A2,147,101.1
T67,TK12,A2,78,105.6
T37,TK9,A2,75,100.0
T14,TK3,A1,97,105.0
T93,TK21,A1,147,101.7
T2,TK4,A1,121,107.9
T7,TK11,A1,65,100.30000000000001
T91,TK18,A2,154,100.0
T34,TK19,A1,162,109.1
T66,TK3,A2,74,104.39999999999999
T54,TK17,A1,183,106.19999999999999
T20,TK13,A2,130,107.6
T94,TK5,A2,147,116.89999999999999
T81,TK20,A2,25,113.39999999999999
T30,TK12,A2,56,117.89999999999999
T9,TK5,A1,29,119.3
T96,TK6,A2,200,122.1
T48,TK4,A2,14,119.0
T9,TK17,A2,190,114.9
T95,TK25,A2,77,105.80000000000001
T67,TK19,A2,186,113.20000000000002
T98,TK9,A1,182,103.30000000000001
T44,TK3,A2,183,108.70000000000002
T96,TK6,A2,51,110.70000000000002
T25,TK9,A1,98,116.80000000000001
T70,TK11,A1,50,120.9
T53,TK18,A2,166,128.70000000000002
T54,TK4,A2,14,127.80000000000001
T46,TK25,A2,127,137.60000000000002
T48,TK16,A1,64,139.40000000000003
T98,TK10,A1,63,139.70000000000005
T46,TK11,A2,95,143.70000000000005
T16,TK3,A1,185,141.30000000000004
T95,TK21,A1,124,145.50000000000003
T59,TK8,A2,105,150.60000000000002
T30,TK22,A1,120,151.10000000000002
T70,TK23,A1,113,147.70000000000002
T74,TK7,A1,104,157.10000000000002
T39,TK3,A1,18,162.90000000000003
T96,TK18,A2,123,164.90000000000003
T28,TK4,A1,168,173.10000000000002
T21,TK17,A2,132,164.00000000000003
T80,TK19,A1,27,160.10000000000002
T71,TK12,A1,66,161.20000000000002
T56,TK24,A1,29,160.10000000000002
T19,TK19,A2,69,165.60000000000002
T61,TK8,A2,61,159.40000000000003
T24,TK1,A2,30,157.40000000000003
T3,TK22,A1,91,148.30000000000004
T93,TK24,A1,85,151.50000000000003
T31,TK18,A2,37,147.90000000000003
T64,TK6,A1,101,149.60000000000002
T41,TK20,A1,135,149.3
T57,TK12,A2,14,144.60000000000002
T85,TK16,A1,162,141.70000000000002
T9,TK8,A2,112,148.9
T7,TK11,A2,40,151.9
T61,TK2,A1,181,156.1
T34,TK17,A1,22,156.7
T6,TK13,A1,47,163.79999999999998
T4,TK6,A1,106,159.99999999999997
T37,TK1,A1,92,156.59999999999997
T4,TK13,A2,63,154.09999999999997
T37,TK25,A1,113,150.39999999999998
T83,TK14,A2,14,157.29999999999998
T52,TK21,A2,185,149.29999999999998
T72,TK5,A1,108,145.7
T93,TK12,A2,119,147.2
T35,TK25,A1,112,156.6
T53,TK16,A1,158,153.2
T95,TK17,A2,28,154.0
T45,TK18,A2,164,150.6
T92,TK25,A1,102,158.7
T73,TK11,A2,192,157.2
T51,TK2,A1,110,149.2
T91,TK23,A1,49,153.6
T99,TK2,A1,164,149.5
T77,TK19,A2,86,143.5
T4,TK6,A2,112,148.6
T97,TK10,A2,149,157.1
T79,TK12,A2,151,154.29999999999998
T38,TK21,A1,198,154.79999999999998
T57,TK20,A2,119,156.6
T100,TK23,A1,175,153.0
T46,TK7,A1,94,158.0
T39,TK8,A2,79,162.7
T67,TK22,A1,95,154.79999999999998
T97,TK4,A1,165,155.49999999999997
T45,TK8,A2,140,146.49999999999997
T98,TK1,A2,66,138.49999999999997
T64,TK22,A1,156,142.59999999999997
T82,TK9,A1,102,137.99999999999997
T33,TK7,A1,59,139.89999999999998
T17,TK7,A1,191,137.39999999999998
T15,TK5,A2,60,129.2
T82,TK19,A1,169,137.89999999999998
T96,TK3,A1,134,128.59999999999997
T82,TK8,A2,78,130.79999999999995
T48,TK23,A2,185,140.19999999999996
T87,TK2,A1,17,136.89999999999995
T6,TK4,A2,34,133.89999999999995
T60,TK5,A1,12,131.09999999999994
T97,TK5,A2,129,132.69999999999993
T2,TK21,A1,41,125.59999999999994
T64,TK18,A1,199,125.09999999999994
T3,TK15,A2,123,129.29999999999993
T85,TK13,A1,73,125.69999999999993
T78,TK17,A1,144,117.09999999999994
T19,TK5,A2,159,126.79999999999994
T17,TK1,A1,43,135.49999999999994
T4,TK4,A1,199,133.49999999999994
T96,TK10,A1,149,130.49999999999994
T71,TK8,A2,140,130.49999999999994
T28,TK7,A2,102,132.09999999999994
T95,TK11,A1,114,134.09999999999994
T56,TK25,A2,133,125.79999999999994
T45,TK10,A2,193,119.19999999999995
T53,TK1,A2,93,114.39999999999995
T82,TK10,A2,105,114.59999999999995
T25,TK5,A1,102,116.69999999999995
T26,TK1,A1,36,115.59999999999995
T46,TK23,A2,56,117.89999999999995
T39,TK23,A2,170,113.89999999999995
T67,TK15,A2,36,115.49999999999994
T94,TK2,A1,183,119.89999999999995
T25,TK1,A1,115,125.49999999999994
T13,TK8,A1,52,126.19999999999995
T74,TK10,A2,108,119.79999999999994
T94,TK7,A2,116,125.89999999999993
T85,TK14,A2,186,117.79999999999994
T32,TK11,A2,50,119.99999999999994
T87,TK9,A1,97,121.49999999999994
T56,TK10,A1,69,116.09999999999994
T96,TK15,A2,164,123.39999999999993
T45,TK14,A1,23,120.69999999999993
T72,TK8,A2,74,113.69999999999993
T66,TK21,A2,117,112.69999999999993
T93,TK19,A2,128,105.29999999999993
T68,TK22,A1,12,103.39999999999992
T25,TK14,A1,96,101.39999999999992
T38,TK4,A1,29,101.19999999999992
T63,TK17,A2,187,101.99999999999991
T70,TK16,A1,97,110.19999999999992
T3,TK23,A1,154,104.89999999999992
T8,TK12,A2,193,106.89999999999992
T94,TK1,A1,137,105.19999999999992
T81,TK12,A1,104,112.89999999999992
T23,TK20,A2,22,122.39999999999992
T63,TK12,A2,59,123.29999999999993
T63,TK23,A2,73,117.39999999999992
T23,TK24,A1,144,119.79999999999993
T8,TK20,A1,94,127.49999999999993
T43,TK23,A1,147,129.29999999999993
T82,TK19,A2,141,132.99999999999991
T73,TK7,A2,62,123.09999999999991
T4,TK24,A1,33,113.09999999999991
T44,TK18,A2,101,118.59999999999991
T39,TK7,A2,148,127.49999999999991
T43,TK17,A2,64,133.49999999999991
T8,TK18,A1,162,132.49999999999991
T44,TK17,A2,158,128.6999999999999
T75,TK22,A1,192,127.59999999999991
T2,TK8,A1,103,124.3999999999999
T50,TK17,A1,124,130.39999999999992
T75,TK4,A1,41,138.29999999999993
T82,TK20,A1,47,138.69999999999993
T82,TK9,A1,50,133.09999999999994
T6,TK13,A1,149,135.19999999999993
T4,TK11,A2,156,135.39999999999992
T53,TK2,A1,177,127.59999999999992
T97,TK7,A2,54,133.19999999999993
T18,TK17,A1,87,141.19999999999993
T65,TK23,A1,70,145.39999999999992
T46,TK1,A1,189,137.29999999999993
T74,TK12,A1,135,137.09999999999994
T89,TK12,A1,156,142.59999999999994
T53,TK23,A2,43,132.79999999999993
T97,TK15,A2,40,123.19999999999993
T1,TK4,A1,21,125.29999999999993
T51,TK20,A1,135,126.19999999999993
T88,TK3,A1,113,134.79999999999993
T15,TK24,A1,40,138.49999999999991
T81,TK16,A1,30,140.6999999999999
T58,TK25,A1,85,133.0999999999999
T13,TK13,A2,155,129.39999999999992
T47,TK25,A2,133,136.89999999999992
T69,TK14,A2,167,135.99999999999991
T43,TK12,A2,38,143.99999999999991
T70,TK4,A1,107,143.6999999999999
T89,TK18,A1,197,135.3999999999999
T17,TK20,A2,106,128.1999999999999
T46,TK10,A2,135,124.7999999999999
T64,TK25,A1,95,134.5999999999999
T54,TK4,A1,37,141.1999999999999
T49,TK19,A2,122,143.6999999999999
T41,TK22,A1,74,148.0999999999999
T12,TK16,A2,50,151.49999999999991
T59,TK16,A1,193,149.29999999999993
T30,TK23,A2,113,139.69999999999993
T17,TK23,A2,174,135.39999999999992
T24,TK4,A2,81,129.99999999999991
T48,TK8,A1,64,128.29999999999993
T77,TK3,A1,27,133.69999999999993
T24,TK10,A2,96,126.59999999999994
T94,TK25,A1,163,125.79999999999994
T30,TK10,A2,47,130.99999999999994
T86,TK21,A2,94,130.69999999999993
T66,TK7,A2,183,138.69999999999993
T67,TK2,A1,74,141.69999999999993
T94,TK6,A2,82,141.99999999999994
T63,TK21,A1,160,136.79999999999995
T100,TK18,A2,200,145.99999999999994
T22,TK20,A2,178,142.19999999999993
T36,TK20,A1,23,137.89999999999992
T89,TK16,A1,121,142.29999999999993
T49,TK14,A1,73,134.69999999999993
T54,TK23,A2,36,136.89999999999992
T34,TK21,A1,92,140.5999999999999
T40,TK18,A1,44,139.0999999999999
T72,TK25,A2,34,133.1999999999999
T88,TK18,A1,106,123.2999999999999
T39,TK17,A1,98,120.89999999999989
T4,TK23,A1,53,123.5999999999999
T51,TK11,A2,14,126.7999999999999
T86,TK23,A2,64,127.6999999999999
T11,TK14,A1,57,130.3999999999999
T1,TK13,A1,192,128.7999999999999
T73,TK19,A1,77,119.2999999999999
T62,TK12,A1,166,128.8999999999999
T61,TK9,A2,102,127.7999999999999
T24,TK21,A2,101,119.89999999999989
T16,TK17,A1,187,125.69999999999989
T82,TK16,A1,106,115.69999999999989
T98,TK9,A1,46,123.19999999999989
T24,TK8,A2,183,113.19999999999989
T37,TK11,A2,64,122.49999999999989
T36,TK20,A1,77,131.4999999999999
T12,TK1,A2,69,136.4999999999999
T46,TK17,A2,147,144.59999999999988
T31,TK25,A1,36,136.29999999999987
T50,TK16,A2,185,141.49999999999986
T66,TK14,A2,146,145.89999999999986
T89,TK19,A1,69,141.49999999999986
T49,TK21,A1,25,140.49999999999986
T50,TK24,A2,105,132.29999999999987
T18,TK3,A2,152,124.29999999999987
T85,TK2,A2,94,116.09999999999987
T56,TK4,A2,58,118.29999999999987
T44,TK9,A1,110,116.69999999999987
T12,TK9,A1,184,109.89999999999988
T65,TK12,A2,49,104.69999999999987
T6,TK17,A1,69,100.0
T23,TK6,A1,133,100.5
T34,TK1,A2,81,100.0
T74,TK2,A1,22,100.0
T44,TK23,A2,169,104.2
T83,TK20,A2,52,111.3
T83,TK13,A2,112,110.39999999999999
T48,TK24,A1,152,110.99999999999999
T51,TK10,A2,54,105.19999999999999
T74,TK20,A1,113,105.79999999999998
T37,TK23,A2,52,109.29999999999998
T60,TK21,A2,12,110.59999999999998
T37,TK25,A2,86,115.79999999999998
T40,TK3,A1,83,107.99999999999999
T49,TK14,A1,158,103.19999999999999
T80,TK10,A2,164,100.0
